"message","created_time","id","store_name","story"
"MODA Multi-Purpose, Foundation, and Contour--the perfect brushes to get a flawless complexion. These vegan beauties are all available for under $10 each at Walmart!","2016-10-04T16:02:09+0000","159616034235_10154721310484236","walmart",
"There is no such thing as too many jeans. Shop new denim online or in store at Walmart or Kmart.","2016-10-04T15:48:05+0000","159616034235_10154721282254236","walmart",
"I went to Wal-Mart today in Duncan Oklahoma  . Where I purchased   a phone card and activation kit everything was okay  until I got ready to pay for it .  I then proceeded to check out and  swipped my card asking for  cash back ...    then as the cashier  gets ready to give me cash back she starts speaking to me like I'm some idiot .  Saying if I wanted that type of cash I should have used the front register   she humilated me and treated me like a child .  All over me asking for cash back .... I am so humilated over the experience I didn't do anything to deserve being spoken to like that .","2016-10-04T15:47:51+0000","159616034235_10154721282019236","walmart",
"Make your own spooktacular BOO kits with these fun printable BOOing boxes! #BOOItForward #ad Walmart","2016-10-04T15:22:29+0000","159616034235_10154721232434236","walmart",
"I just recently had to visit one of your locations for work. I had to pick up a few items. Thankfully I didn't have to spend any personal money. I asked an associate where I could find hand soap. They didn't know! After finding it myself I proceeded to the ""Self"" check out. I couldn't seem to find the option for employee discount on the self checkout machine. If I have to do the work of an employee in the store and while checking out, how can it be expected to pay full price? Or, is that just how it is? Another win for the the worst corporation in the world? \n\nI anxiously await the day Walmart files for Chapter 11.","2016-10-04T15:21:56+0000","159616034235_10154721230609236","walmart",
"Selfish, entitled thieves. A few hours ago, I was in Walmart with Auri & Allan. We were in the oral care aisle looking at toothbrushes and floss, I angled my body slightly away from my cart to talk to Auri about which floss she wanted to use with her braces. Instantly, I had this urgent feeling to turn around, I glanced down at my purse and looked at the woman that was next to my cart. I didn’t even have time to think, but my reaction came from my mouth….”Are you serious, did you really just take my freakin’ wallet, you really just took my wallet like its ok” and I firmly said, “Give it back to me right now!” I snatched my wallet from her hand and loudly said, “Get security, this woman just stole my wallet.” She gives me my wallet back and says, ""OK I gave it back""...like this was suppose to make it ok. While this is all happening, only a few feet away (A FEW FEET AWAY), a Walmart employee (would you believe someone in security) looked at me…he looked at us. I am looking at him in his face and still saying get security, people from the pharmacy are looking, and other customers are looking. I trail this woman with my cart, although not intentional, as I trail her I am so close that I am actually hitting the back of her ankles with my cart. We move out of the aisle, pass the pharmacy, to the front entrance. As this is going on, I am still loudly saying someone get security, this woman just stole my wallet and the Walmart employee is still close by (doing nothing at all). We get to the front entrance where the actual security personnel stands, she walks (not run) swiftly pass the guy, I look at him and yell….”stop her, she just stole my wallet, will security do anything?” By this time, other customers are in disbelief, they can’t believe what is happening and they take off after the woman, passing security. One gentleman returns and says, she just left, she just drove off. By this time, other customers are in total disbelief, just as I am, wondering how someone would be so bold to just stick their hands in another person’s purse. I look at security with disappointment, pass them and head to customer service to file a complaint. A complaint about the woman, only God knows how many others she has done this to or will do this do (especially since they just let her go). Thankfully I got my wallet back, but how unfortunate would this situation be for someone that did not notice the thief in action. The other complaint was about security because they did ABSOLUTELY NOTHING!!! After I spoke with the customer service supervisor, I returned to shopping with my children. The Walmart employee that was close by when this happened approached me and explained how, because she returned my wallet, he could not restrain her. I politely cut him off and refreshed his memory, she did not return the wallet; I actually took it from her. I also told him that he should have still restrained her and did something, because she’s going to do it again to someone else. The conversation ended and I was left with my children. I hated that they had to witness all that, although I did raise my voice to make a statement and be heard, I did not act foolishly and I kept my composure. Allan and Auri said mommy, you are still smiling, how are you smiling? Have you ever had something so crazy HAPPEN TO you that you just laugh from disbelief; I really believe that is what I was experiencing? \nSeriously…to the thief, what in your head makes it ok to even think that you are entitled to take something that belongs to someone else? How unbelievably selfish, inconsiderate and embarrassing.\n\nWhatever happened to the GOLDEN RULE..treat others how you wanted to be treated?","2016-10-04T15:20:52+0000","159616034235_10154721229544236","walmart",
"Give a BOO Kit in a Book and surprise your local librarian or book lover this Halloween! #BOOItForward  Walmart [ad] http://buff.ly/2dBaqoQ","2016-10-04T15:19:18+0000","159616034235_10154721222049236","walmart",
"We live on the Central East Coast of FL and we are under a hurricane watch for Matthew. My husband went to your Walmart on 8500 N Wickham Rd, Melbourne, FL 32940 this morning to get more bottled water to prepare for the storm. Your employees were busting open bottle water sold as packs to sell them individually to make more money. I would like thank you for gouging our community instead of supporting us. Well done Walmart!!!","2016-10-04T15:14:25+0000","159616034235_10154721211504236","walmart",
"Just checking to see if the employees in Georgia that refused to make the back the blue cake were fired or do I still need to continue taking my business to other establishments?","2016-10-04T15:08:46+0000","159616034235_10154721196084236","walmart",
"Below is the information off of our receipt from our visit last night:\n\nMANAGER AMANDA RIVENBARK\n4000 RED BANK RD\nCINCINNATI OH 45227\nST#02250 OP#006912 TE#04 TR#00796\nTERMINAL#SC010889\n10/03/16   19:01:07\n\nI wanted to make you aware of the cashier that was working during this transaction.  We did not see her name on the receipt, but I am sure you can reference who was assigned to the register and terminal.  I encourage you to review the tapes on her as well.  She was a heavyset older black woman with extremely short hair.  \n\nFirst, when we stepped into her line, the women in front of us only had half a conveyer belt worth of groceries left to scan.  We stood there I’m sure for at least a good twenty minutes if not more.  We watched a young couple come in with a baby, go through the store, check out in another line, and pass in front of our line again all before we even started to have our things rung up!  The cashier was very rude to the women in front of us, and when the one woman handed her some cash (while holding her debit card right in front of the woman!), the cashier kept recounting the money then looked up nastily and said, “You didn’t give me enough money!”  They woman smiled politely and held her debit card even higher, explaining that she was paying the difference with her card.  The cashier snapped, “You think I’m a mind reader?!”  She never thanked the ladies before us, and started ringing up our stuff before they even got the rest of their bags and purse gathered up.\n\nMy husband and I tried to engage the cashier in conversation, but she wouldn’t speak to us.  Then, my 7 year old daughter tried to fluff out a bag to be helpful, and the woman snapped at my daughter, “Don’t touch that!!” in very nasty voice.  I just told my daughter to keep back.  I kept my cool, but I wanted to say, “That’s not your child!  It’s not your grandchild!  Don’t speak to my daughter that way.”  But, I kept my mouth shut, and my husband didn’t hear her as he was standing down with the groceries.\n\nThen, to make matters worse, I was leaning over to get a bag off the carousel, and the woman slammed down a bag she put with a large container of bubble bath and the large bag of Epsom salt you all carry.  She slammed me in the head with it, and when I snapped my head up to see if she was even going to apologize, she smirked at me, then turned to my husband and said, “You should keep the heavy stuff in your cart!”.  He didn’t see her slam my head with the heavy bag, because he was watching for everything to ring up correctly, but I was astonished.  I didn’t want my husband to get upset, and I already wasn’t feeling well, so I just wanted to wait to tell him what was happening until we left the store.\n\nAs we walked out to the parking lot, he said, “Wow, did you hear her say we should keep the heavy stuff in the cart?!”  I said, “Yes, did you see her slam my head with the bag before she said that?!”  He wanted to march back in and find a manager, but I just wanted to go home.  I took a picture of the receipt, so I could make sure to send off these letters and let you know about her.  She bruised my head, and it’s still sore this morning where she hit me.  She has no place in customer service or anywhere around people for that matter.  It was completely ridiculous.  How can she hit a customer in the head, not apologize, and then blame us for putting something “heavy” on the conveyer belt???  Something needs to be done about this, because we are really not happy.\n\nI thank you for your time and look forward to hearing back from someone regarding this soon.","2016-10-04T14:51:11+0000","159616034235_10154721158574236","walmart",
"elbensecret 2","2016-10-04T14:48:33+0000","159616034235_10154721154784236","walmart",
"elbensecret","2016-10-04T14:45:54+0000","159616034235_10154721149789236","walmart",
"Aren't fall recipes the best? Try our latest creation: Pumpkin Cornbread made with Duff's Sweeter Than Honey Cornbread Mix. It's simple, sweet, and delicious alongside your Pumpkin Spice Latte!\n\nClick below for the recipe then head out to Walmart  to stock up on your Duff Sweeter Than Honey Cornbread Mix! #walmart #tylinafoods  #bakingduff #aceofcakes","2016-10-04T14:21:49+0000","159616034235_10154721090274236","walmart",
"Please check the description on this item.  Should it read, ""Boy Suits"" or ""Body Suits""?\n","2016-10-04T14:20:55+0000","159616034235_10210763881194814","walmart",
"HORRIFYING!  Your company is encouraging violence against trans people by using this vile slur and acting as though trans women are just dudes in a dress!  Disgusting!!!  You should be ashamed of yourself.  I won't be shopping at your store until you remove this from your website and stores!\n\n","2016-10-04T14:19:25+0000","159616034235_10101243828824373","walmart",
"With regards to your 'Tranny Granny' costume.\n\n- it's grossly transphobic.\n\nI can't even think of what else to say.. the fact that you sell something this disgustingly transphobic has me utterly speechless.\n\nYou should be ashamed.","2016-10-04T14:16:46+0000","159616034235_178755515903168","walmart",
"What is this?  Please explain how selling a costume, which promotes transphobia, is consistent with your established LGBT polices?   \n\n","2016-10-04T14:16:37+0000","159616034235_1671165546532450","walmart",
"BIG news in yesterday's email newsletter: \nWalmart considers investing in web retailer\nLowe Australia Operations Winding Down, Despite Court Fight\nNew Shop-Local Halloween Signage\nAnd more!","2016-10-04T13:59:20+0000","159616034235_10154721033244236","walmart",
"@asda So you take an authorisation for shopping, you tell the customer all is well, you then tell the customer the order will be delivered early and then you cancel the order but keep the authorisation so they can't spend the money somewhere else. Poor customer service leaving a young family with a small child with no food or the ability to spend the money in store as you have not released the authorisation, then you lie constantly on the phone until you eventually admit it was a technical glitch, but its not your fault. Also whats with the customers services department keep hanging up on calls, is this a way of getting rid of problems. Then finally after and hour and half on the phone the operator offers an e-voucher of £15 and hangs up so I doubt that will appear on the account #asda #thesun","2016-10-04T13:49:36+0000","159616034235_10154721018049236","walmart",
"Ah! The smell of a new Walmart! Visited the Weatherford, Oklahoma Walmart. Big store, roomy aisles, employees smiling and helpful.","2016-10-04T13:28:27+0000","159616034235_10154720982309236","walmart",
"Na semana passada participamos do Comitê de Finanças da Amcham-Brasil, com o tema “Liquidez em Tempos de Crise”, que contou com a participação do Diretor Executivo da Fitch Ratings, Rafael Guedes, do Diretor Financeiro da Mondelēz International e também do CFO do Walmart, Luis Carlos Cerresi.","2016-10-04T13:28:16+0000","159616034235_10154720982029236","walmart",
"Thanks to IAMS, Walmart, and this quick & easy DIY Leash Hook + Treat Jar, we're seeing a #VisibleDifference in our entire family's lives. Hop on over to the blog to see how to make this simple little project and enter to win IAMS for a year or a $125 Walmart Gift Card! #IAMSVisibleDifference #IAMSDog #CollectiveBias #ad","2016-10-04T13:26:41+0000","159616034235_10154720980169236","walmart",
"The deli at my Walmart no longer carries my favorite item: fried chicken livers, which was the only reason I visited their deli. So disappointing.  And this was one of their top sellers!  An unfortunate cooperate business decision.  \nUnhappy Customer","2016-10-04T13:26:33+0000","159616034235_10154720979784236","walmart",
"#ad Have you taken 5 minutes to treat yourself today?  I have and I’ve also rounded up 10 ways that YOU can treat yourself in 5 minutes or less too!  Head on over to the blog for some fun tips and also a #goodnessgiveaway for some yummy Sundown Naturals loot found at Walmart . #sharethegoodness  #healthyliving #giveaway #sweepstakes #pmedia","2016-10-04T13:25:43+0000","159616034235_10154720978559236","walmart",
"Walmart #WalMart #Marketing","2016-10-04T13:19:52+0000","159616034235_10154720968719236","walmart",
"'Tr*nny' is a transphobic slur, please remove this word from the name of this otherwise harmless costume immediately!","2016-10-04T12:24:05+0000","159616034235_10205853519376197","walmart",
"I can not believe a big company like yours doesn't care about custumer service. I emailed you 2 weeks ago about many problems at my Plattsburgh store NY and never received an answer. Very disappointed.","2016-10-04T12:22:44+0000","159616034235_10154720820254236","walmart",
"ATTENTION! DO NOT ORDER BICYCLES ONLINE!!! \n\nI needed a bike to get to work and ordered one on walmart online about 2 weeks ago. Tracking was never offered on it and after 7 days and it still wasn't delivered, I spoke to an employee in the online chat assistance and she informed me it was ""lost in transit"". I was never notified about the bike being lost and I had even paid extra money for the order to be expedited. The women I spoke to was very rude and said she could not overnight the bike or even give it the expedited shipping I had originally paid for.  She offered to ship another bike (same make and model) but it has been 5 days and there is no tracking info for the new bike either. \nWith the money I have spent on taxis getting to and from work, I could have gotten another, much nicer bike from a store and had it already. So don't try to save money by ordering a bike online from walmart. It will never get to you. You will just waste time and money and people will be rude to you. Buy a bike from anywhere else.","2016-10-04T11:41:51+0000","159616034235_10154720725064236","walmart",
"Walmart really needs to overhaul the Ashtabula, Ohio store. The store is disgusting and the majority of the employees are rude. \nYesterday I went in there around 5p, it is the first of the month, there was only 4 registers open with really long lines. There was one set 3 self check outs open being managed by a girl that thought her friends and phone were more important. This elderly man needed help with the self check out register and she told him to wait while she talked to someone leaving. Then came back and asked the guy ""What did you do?"". Like he broke the machine. My daughter was returning a dress and there was three people at Customer Service, only one was helping people. The other two were having a loud personal conversation. After they were done the one employee comes to the counter with a attitude and asks if she can help the next person. There were 4 people in line, wr were second, by the time we left 24 min later and the employees disbursed, there was 11 people.  Unfortunately this store is all some people have. I feel it is 110% unacceptable as a manager myself! I will pay Giant Eagle prices, dollar stores, and other retailers before coming back!","2016-10-04T11:33:08+0000","159616034235_10154720699814236","walmart",
"Trying to see why my last automatic payment on my walmart credit hasn't come out yet but I get a dns error every time I go to the website. Cut up the card months ago, so I can't call to check on anything because no one will talk to me. Get it together, walmart if you expect to keep taking money from me.","2016-10-04T11:26:43+0000","159616034235_10154720685999236","walmart",
"Could someone answer this question for me please? Why is it when I'm setting up my order, it says that it qualifies for 2 day shipping but after the order is placed, the arrival date is now a week later? And, yes, I placed the order before 2pm eastern. If I knew it would take a week to get here instead of 3 days, I would have gone to the store! Answers please!","2016-10-04T11:25:01+0000","159616034235_10154720681934236","walmart",
"How I keep my fur baby visibly healthy and happy with IAMS™ #upontheblog:\nhttp://www.liliesandlambs.com/blog/2016/9/30/iams-visible-difference\n#IAMSVisibleDifference #IAMSDog #ad\nWalmart","2016-10-04T11:10:13+0000","159616034235_10154720660994236","walmart",
"Why would your automotive counter charge my girlfriend for battery disposal when she wasnt disposing of a battery. She was buying a new one but her old battery wasnt involved in the transaction. Sounds like crooked sales practices","2016-10-04T10:27:38+0000","159616034235_10154720591684236","walmart",
"Trying to order from walmart.com and have some items in my cart, but for the last few days have not been able to add any more items, it says to try later.  Just wanted to let you know that there is a problem.","2016-10-04T10:10:55+0000","159616034235_10154720569909236","walmart",
"Remove this product from your shelves. You people are an absolute disgrace. How dare you sell something thats an insult to the transgender community.","2016-10-04T09:58:25+0000","159616034235_10154118138665787","walmart",
"This comes as a further development regarding the speculated deal between Flipkart  and Walmart  to take on the ecommerce rival Amazon India  India.","2016-10-04T09:23:41+0000","159616034235_10154720503439236","walmart",
"Disgusting stores, the roaches are awfull   NEVER  shop lincoln wmt stores !!!!!!!","2016-10-04T07:28:41+0000","159616034235_10154720312224236","walmart",
"Today I made a BOO Kit for my daugther's 2nd grade teacher!  Learn how you can make one too and share the ""spooky fun"" of the season with a special teacher, friend or neighbor in your life.\n\n#BOOItForward Walmart AD","2016-10-04T07:09:24+0000","159616034235_10154720282244236","walmart",
"Hey  is this 250$ coupon thnga flooded without h requests about 54th Anniversary Walmart gift card thought I'd go straight source I mean I'm sure it is buuut.....","2016-10-04T05:14:10+0000","159616034235_10154720091574236","walmart",
"Walmart... That one of your stories getting a tire today put on was extremely hungry was planning to have dinner when I had a blown tire so went into the Walmart Marco Island… no restaurant was open it was a closed Burger King in there.. so go to the Walmart deli the chicken looked pretty old and it was very dry they didn't have any fresh coming so I look at the shrimp they just came out nice gorgeous fried shrimp looks nice but no cocktail sauce the manager even said nope we don't have cocktail sauce we have fish too and no tartar sauce... Let me tell you something Walmart it is not hard to make you have all the ingredients in the store cocktail sauce is ketchup and horseradish tartar sauce is mayonnaise and relish it's not rocket science if it costs more than charge a quarter a piece for it on the side but who wants shrimp without cocktail sauce\nNeedless to say I didn't get any","2016-10-04T04:16:45+0000","159616034235_10154719906839236","walmart",
"Still trying to speak or chat with someone about an incorrect refund I was given for order #5161639-972965.  Only a partial refund was given...  it is a site-to-store order that the store couldn't find.   Your online chat isn't working... every time I start the process and enter my reason, the page starts over.  I really would like to receive my full refund.","2016-10-04T03:55:20+0000","159616034235_10154719849024236","walmart",
"Bought another t . v . remote that won't work . The G. E. 33712  It literally only turns it on and off . Didn't even try the other devices . My question is - I know there are two types of remotes , the RF type for radio frequency , and IR for infra red .Is that the problem ? The t.v. is one kind and the remotes out there are the other ?","2016-10-04T03:48:33+0000","159616034235_10154719835124236","walmart",
"Dear Walmart \nI just got shame for Breastfeeding my son!!!\nIt legal in Texas to Openly Breastfeed \nSo I don't know why I got shamed for practicing my right to feed my hungry baby. I rather feed him then to have him crying. \nJust lost a customer at the Irving location smh","2016-10-04T03:20:26+0000","159616034235_10154719799839236","walmart",
"Someone needs to list online product prices as ""online price only"" if you aren't going to sell it in store at that price. The item is listed as ""free in store pickup today"" so what's the difference?  You say you pricematch but you won't pricematch your own website? What a hassle.","2016-10-04T03:02:20+0000","159616034235_10154719774144236","walmart",
"The Mission Gateway project had another setback on Monday as Walmart announced it would pull out of the project. What's next for the vacant lot? Betsy Webster has more at 10. >>> http://www.kctv5.com/story/33308471/another-set-back-for-mission-gateway-project-as-walmart-backs-out-in-mission","2016-10-04T02:49:30+0000","159616034235_10154719760814236","walmart","KCTV5 News shared Betsy Webster's video."
"I have been using this app for less than 2 weeks and I have already earned over $72! You have to try it!!!! ","2016-10-04T02:18:03+0000","159616034235_207845899635678","walmart",
"What about this, guys? Could be fun! ","2016-10-04T02:03:04+0000","159616034235_10104286879620680","walmart",
"Does anyone in Walmart help people anymore? I feel like I am interrupting their visiting time if I ask for help.","2016-10-04T01:54:10+0000","159616034235_10154719662854236","walmart",
"can someone contact me please?","2016-10-04T01:18:43+0000","159616034235_10154719610084236","walmart",
"Thank you for NOT price gouging in FL and prominently displaying hurricane supplies -- such as LED lanterns, batteries and non-perishable food.  Your employees in Delray Beach, FL are very upbeat and attentive despite the onslaught.","2016-10-04T01:14:15+0000","159616034235_10154719604654236","walmart",
"PAW Patrol Super Pups gear is now at Walmart, and we're celebrating with a PAWsome new coloring pack!","2016-10-04T01:10:31+0000","159616034235_10154719600049236","walmart",
"I literally spent 90 mins of my life trying to order a hoagie tray from the store in Springfield Pa. I called and was placed on hold so I drove to the store. When I got there, the guy who takes the orders was on lunch (apparently only ONE person can take a hoagie order?!) for 45 minutes. I had some shopping to do and came back 40 minutes later and waited....again. he never came back. I waited 20 minutes and left. I called when I got home..they were closed. This morning I called again and was placed on hold 5 times each for at least 5 minutes each time. I asked to speak with a manager and was told he wasn't there so I asked to speak to ANY manager....no answer. Why is it so hard to order a SANDWICH!!!!!! I called again...same routine..hold. I called South Philly. Shondra answered. She said she couldn't do orders but she would write down what she could and get the prices. The phone had static so she took down my number in case it disconnected. She even offered to call me back from her personal phone if she couldn't get the call through. She was amazing and took care of everything in less than 5 minutes. I just want to know why Springfield literally wasted my time over something so simple?!","2016-10-04T01:05:21+0000","159616034235_10154719585094236","walmart",
"Can we get some management to this location they are always out of product and lines down the isles","2016-10-04T00:58:12+0000","159616034235_10154719569889236","walmart",
"Website is down","2016-10-04T00:54:18+0000","159616034235_10154719564699236","walmart",
"I use your online grocery delivery service, and it was wonderful. I have a question, I did not get a receipt so how can I show proof of purchase and add to savers catcher?","2016-10-04T00:07:56+0000","159616034235_10154719500144236","walmart",
"I like yo face","2016-10-03T23:55:50+0000","159616034235_10154719482719236","walmart",
"Walmart, you have an employee pedophile. Please inbox me.","2016-10-03T23:50:27+0000","159616034235_10154719471244236","walmart",
"Can you please clarify what your policy is on selling alcohol? We seem to be having some issues with our local Wal-Marts requiring ALL members of a group to provide ID. My husband was recently at the Charlotte Pike Wal-Mart in Nashville, TN and he was with our children. He bought a 6 pack of beer (his 2nd 6 pack in 20 years) and they wanted ID on our children! When he cited the law to them, he was given a lecture on underage drinking by the associate, and how he had better not be giving it to his children! At our local Fairview, TN Wal-Mart, they are doing the same. Refusing to sell alcohol if everyone in the group doesn't have ID. Mum's the word from our local Wal-Marts, but the law says, the person purchasing needs to show ID, not everyone else. Can you please let us know what your policy is, because there are no signs that state everyone in the group must show ID. Local associates are reporting that in training they are told, if they do not ID everyone in the group, they will be terminated. If your policy is to require ID for EVERYONE near or around the purchasing person, then quite frankly, you need to post your policy because your associates are not following the law.","2016-10-03T23:48:40+0000","159616034235_10154719468979236","walmart",
"Customer Service Question:  My 70 year old Aunt Karen purchased a television from your Lapeer, Michigan location.  When they arrived home with their new purchase they couldnt find an owners manual or remote.  When presented to the store, a completely different television that should have been in the box was in their purchase.  They told her that the serial number didn't match, so tough luck.  They basically accused her of pulling a scam.  In my opinion, management should have looked for previous returns of that particular product to their store before making such accusations.  Your stores aren't known for checking products prior to placing them back on the shelves.  Years ago I purchased a crock pot only to get in home and food was completely stuck to the inside.  Can this issue be escalated?","2016-10-03T23:40:02+0000","159616034235_10154719457604236","walmart",
"Happy Halloween!! Congrats to our client Dan B. for the Walmart TV Spot, 'Holidays With Walmart: Invisible Man'! #PrestigeTA #Walmart #HappyHalloween #WhereDidSummerGo  \n\nhttps://www.ispot.tv/ad/Auxw/walmart-holidays-with-walmart-invisible-man","2016-10-03T23:32:13+0000","159616034235_10154719444779236","walmart",
"Hey Walmart - Why are you trying to charge $10 per gallon of the Great Value Fat Free milk???? Thank goodness I was paying attention at the self check out and the friendly cashier assistant was very helpful and immediately got a manager to help me out. Also, by catching it right at that moment helped another shopper because she didn't even notice the price and said she would have scanned it & moved right on.\nHow much have you raked in with this screw up???","2016-10-03T23:14:38+0000","159616034235_10154719420634236","walmart",
"I have been waiting in line at the Walmart pick up desk for 20 minutes now with no acknowledgement from any of your sales associates and I've hit the ""need assistance"" button 3 times already. This is ridiculous! 😤","2016-10-03T22:33:53+0000","159616034235_10154719327499236","walmart",
"I bought 2 marketside salads.  One Ranch Cobb and the other Southwest.  Both salads had bugs in them!  I instantly threw them away.  Now, I'm too disgusted to even try another salad.","2016-10-03T22:10:20+0000","159616034235_10154719247249236","walmart",
"Not sure why you claim to be a low price leader and don't match ads anymore?!!!!!","2016-10-03T22:10:14+0000","159616034235_10154719246989236","walmart",
"Reach for Kleenex® Ultra Soft Tissues at Walmart and share soft, trusted care this season.","2016-10-03T21:57:31+0000","159616034235_10154719223884236","walmart",
"You all should really check out your online store. I tried to buy an item with multiple methods of payments and they did not go thru. From the research I did this is a trend. I'm not going to threaten you with Target because this is a great company. Just check the site :D","2016-10-03T21:55:20+0000","159616034235_10154719217934236","walmart",
"What is going on with your website? I have been trying to buy something to use up a gift card I have, and for the past 24 hours, everything I click on states it is not available. I was clicking on random items in different departments.","2016-10-03T21:53:53+0000","159616034235_10154719214274236","walmart",
"Your website is down, I Can't log into my account.","2016-10-03T21:51:54+0000","159616034235_10154719208354236","walmart",
"We spy a familiar face in today's Monday Morning Good News column in San Diego Magazine. Check out the article for more on a recent $125,000 statewide grant from the Walmart Foundation! #HomeFireCampaign #FireSafety #WalmartFoundation #PrepareSD","2016-10-03T21:45:22+0000","159616034235_10154719196179236","walmart",
"What is going on with your website right now?","2016-10-03T21:38:36+0000","159616034235_10154719172744236","walmart",
"I'm just curious as to why my local Walmart carries nice men's sneakers but not women's? The mens isles are packed full of nice shoes with name brands but the women's aren't. They have and1 brand fubu brand Shaq brand. There are no name brands in the womens isle and I men isle admin single isle unlike the mens isles.","2016-10-03T21:35:43+0000","159616034235_10154719168544236","walmart",
"I visited store 02649 Irving, Market Place on 9/29 and was assisted by Co-Manager Dawn.  I wanted to give Dawn a special Thank You! for all of her assistance.  I was not able to find what I was in need of and Dawn recommended the perfect solution.  Great job Dawn!  Walmart needs more employees like Dawn.   I participated in the online survey but did not see a category for employee recognition or other comments.","2016-10-03T21:14:31+0000","159616034235_10154719127919236","walmart",
"walmart.com   not working ALL day... WHY?","2016-10-03T21:08:48+0000","159616034235_10154719115684236","walmart",
"why doesn't Walmart use text to announce shipping","2016-10-03T21:08:12+0000","159616034235_10154719114634236","walmart",
"I'm still trying to find the Exit!!!!!!!","2016-10-03T20:44:29+0000","159616034235_10154719038124236","walmart",
"In honor of #ChildHealthDay, meet sweet little Reagan. She needed expert care after she was born with a birth defect causing her head to grow abnormally. The treatment she received is made possible thanks to donations raised by partners like Walmart & Sam's Club.\n\nJoin us in celebrating #ChildHealthDay by making a donation at registers; every dollar you donate goes directly to local Children's Miracle Network Hospitals to help kids like Reagan get the care they need. #HelpKidsLiveBetter","2016-10-03T20:34:28+0000","159616034235_10154719004454236","walmart","Children's Miracle Network Hershey shared Children's Miracle Network Hospitals's video."
"Self checkout.  All except 3 machines now will not give cash back.   Person said they are broken.  Called service people last Thursday.  Not acceptable.  They should open 20 item register right by them","2016-10-03T19:51:50+0000","159616034235_10154718892079236","walmart",
