"message","created_time","id","store_name","story"
"I am writing on behalf of Police Wives of Arkansas, Inc. to request your support during the National Thank a Police Officer Day, September 19, 2015. \nPolice Wives of Arkansas is a non-profit 501(c)(3) organization supporting the law enforcement community by providing resources, support to law enforcement officers and their families, and by serving as a positive voice in the community. Our goal is to provide support in times of need and during special occasions through fundraising, donations, and volunteer work. \n\nThroughout the year members take part in many activities designed to provide support to the law enforcement community as a whole. We meet as many needs as we can with the resources that we have. All of our resources and funds come from the generosity of our members (volunteers) and businesses.\n\nThis is a great opportunity for local businesses to show their appreciation to the police officers in their communities.  Any product you could offer to the police officers would be greatly appreciated. Your contribution would be publicized to our membership and to the law enforcement community.\n\nSupporting our law enforcement officers is important to the families, fellow officers, and the communities they serve. We appreciate your generosity and support of this event and your support of Police Wives of Arkansas.","2015-08-21T19:34:55+0000","156654311084374_885685971514534","Walmart5260",
"Bike tires","2015-08-06T15:30:16+0000","156654311084374_878385555577909","Walmart5260",
"Do you still have this product? 041554209532 No longer on the shelves at other stores.","2015-07-05T15:15:04+0000","156654311084374_862237097192755","Walmart5260",
"Do we need to buy armbands for the Taya Kyle book signing Saturday or do we just get in line?","2015-05-13T01:26:48+0000","156654311084374_835608596522272","Walmart5260",
"I left my purse in a cart this morning and someone turned it in. I wish I could thank the person that found it. I am so thankful and grateful to you.I hope you have the favor returned to you sometime.","2015-03-21T19:58:05+0000","156654311084374_808822435867555","Walmart5260",
"We wet just at your store! Friendly associates, fast checkouts, and VERY clean. Great job zoning! Most organized clearance and apparel departments I have seen in a long time. Keep up the good work!","2014-12-20T16:59:30+0000","156654311084374_755978737818592","Walmart5260",
"What times are the Santa visits","2014-12-05T16:32:41+0000","156654311084374_747944618622004","Walmart5260",
"In line for .com pickup, there are 5 people in line, associate keeps answering the phone and my item seems to be lost in the system.  Why is this area under staffed when clearly so busy!?","2014-12-03T23:08:30+0000","156654311084374_747138735369259","Walmart5260",
"Hello to the managers and all associates at this wonderful store---want to share the following with you.  As I was taking home my grandson yesterday, he wanted to stop in and see if he could find some cheap running shoes.  He's no longer playing football, but wants to stay in condition and running is part of his regimen.  We went to the shoe area (between 4 and 4:30 p.m on 8/13) where your associate asked if he could help.  He directed my grandson to the other side of the aisle, but nothing caught his eye.  We went back around to where we were and your associate asked if he might be interested in their clearance shoes and promptly took us over to the clearance.  We looked at several and trying on to make sure they fit.  The 3rd pair he picked up and tried were a hit.  As my grandson pulled out $10 from his wallet, he commented, ""Grandma these are nice shoes, and thanks to Walmart's employee who directed me to them, I got a $30 pair of shoes for only $9+tax"".   So you need to know that you made my grandson (who turns l5 today), a very happy camper and impressed with the assistance he received.  Thank you so much and keep up the great customer service and training employees how important that customer service provided is to customers.   Kudos to that employee (I was remiss in not seeing his name) and to the Walmart Rogers - Pleasant Crossing Blvd crew!   LOVE THIS STORE FOR THIS VERY REASON!   (As a retired HR director in the hospitality industry, I certainly appreciated what I saw yesterday!)","2014-08-14T13:55:38+0000","156654311084374_688559874560479","Walmart5260",
"Happy 16th Anniversary to Sherry Poindexter!! Thank you for your hard work and dedication!! 😊🎉🎉🎉🎉🎉","2014-07-31T14:28:38+0000","156654311084374_681769675239499","Walmart5260",
"Come to Walmart Rogers - Pleasant Crossing Blvd and see award winning Spiderman Marvel artist Reilly Brown and maybe go home with an original sketch! This Saturday, July 19 @ 6pm.  Plus a FREE screening of Spider-man 2 in our parking lot!  Brought to you by Kellogg's","2014-07-19T15:23:06+0000","156654311084374_675951732487960","Walmart5260",
"This store is always IN STOCK for whatever i need.","2014-07-15T13:11:38+0000","156654311084374_674136032669530","Walmart5260",
"I was just helped by the nicest associate, David in Electronics. He helped me buy the new iPhone 5s. What was a fairly lengthy process was pleasurable because he was so polite and engaging. Thank you!","2014-06-09T00:04:25+0000","156654311084374_654454871304313","Walmart5260",
"Will the easter bunny be back this coming weekend?","2014-04-15T18:25:26+0000","156654311084374_626572890759178","Walmart5260",
"I NEED A JOB.","2014-02-16T00:45:34+0000","156654311084374_596519893764478","Walmart5260",
"Who does our page for our store","2013-09-28T00:23:20+0000","156654311084374_526261914123610","Walmart5260",
"Meet Mike Wolfe American Picker Saturday, Sept 14 from 10 - 11:30.","2013-09-13T20:50:58+0000","156654311084374_520081974741604","Walmart5260",
"What do I do for an early layway pass im an associate there ","2013-09-05T03:41:30+0000","156654311084374_516225801793888","Walmart5260",
"I want to give a shout out to an angel who blessed us today. Her name is Anna and she works at the Vision Dept. It was 4:58 today when my son's glasses broke (the day before school started). Anna stayed an extra 10 minutes for us to get there and she fixed the glasses, which my son cannot see without.  Thank you Anna for your kindness. ❤","2013-08-19T03:39:19+0000","156654311084374_508409525908849","Walmart5260",
"nice move guys you change the days i am off when i go on vacation   and then you make my vacation shorter and then not tell me. just WOW","2013-05-29T18:09:04+0000","156654311084374_471422649607537","Walmart5260",
"If y'all are heading out to Rogers Arkansas for the Walmart FLW Outdoors expo, or are in the area, Walmart Rogers - Pleasant Crossing Blvd has my EP for only $5!!! ","2013-04-11T14:20:17+0000","156654311084374_451740174909118","Walmart5260","Dylan Scott shared Walmart Rogers - Pleasant Crossing Blvd's photo."
"Could you please ask the Chibani business meeting going on in the dairy section to move so customers can get to the product?","2013-02-13T23:29:47+0000","156654311084374_425476664202136","Walmart5260",
"I love this store, we drive out of our way after our move to still come here. However, you have got to do something with your own employees smoking outside the front door the little benches are not far enough away for everyone walking in to not be breathing in all their nasty smells! Plus , it looks tacky they should have to go where no one can see them!","2013-01-29T16:04:36+0000","156654311084374_418176778265458","Walmart5260",
"Tried looking for holiday hours on here and the website.... was curious when you open back up?","2012-12-26T03:44:19+0000","156654311084374_399532316796571","Walmart5260",
"Thanks so much for bringing back the Polar mixed fruit and fuji apples in the glass jars. They are outstanding. Please bring back the Tribe classic humus so I don't have to go to that other grocery store in Fayetteville. #mywalmart","2012-11-10T19:47:14+0000","156654311084374_381684175248052","Walmart5260",
"Why are hours being cut dramatically while stock prices keep rising? The stock price is currently at 77.30 from 77.08 earler and was 76 on friday!","2012-10-15T18:46:41+0000","156654311084374_371493029600500","Walmart5260",
"In the recently leaked confidential Walmart memo, managers are reminded over and over of the acronym TIPS (Threaten Intimidate Promise Spy) when dealing with potential labor organizing by hourly-wage ""associates."" The widely used human resources term serves to remind managers that they cannot, by law, threaten or intimidate workers who organize, promise them benefits if they stop organizing, or spy on their activities.","2012-10-15T17:44:57+0000","156654311084374_371469626269507","Walmart5260",
"Can you get Muller yogurt in this store?","2012-09-20T13:48:49+0000","156654311084374_362033093879827","Walmart5260",
"el jueves pagando y nos vamos a la walmart a los especiales como la ven\n","2012-08-29T03:12:51+0000","156654311084374_354051741344629","Walmart5260",
